Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
01/07/2021,Cortland,51,2340,460,77479
01/08/2021,Cortland,64,2404,872,78351
01/09/2021,Cortland,31,2435,571,78922
01/10/2021,Cortland,20,2455,354,79276
01/11/2021,Cortland,22,2477,318,79594
01/12/2021,Cortland,27,2504,360,79954
01/13/2021,Cortland,29,2533,499,80453
01/14/2021,Cortland,30,2563,671,81124
01/15/2021,Cortland,24,2587,552,81676
01/16/2021,Cortland,17,2604,598,82274
01/17/2021,Cortland,24,2628,348,82622
01/18/2021,Cortland,14,2642,221,82843
01/19/2021,Cortland,26,2668,343,83186
01/20/2021,Cortland,28,2696,530,83716
01/21/2021,Cortland,14,2710,605,84321
01/22/2021,Cortland,28,2738,1157,85478
01/23/2021,Cortland,15,2753,521,85999
01/24/2021,Cortland,9,2762,271,86270
01/25/2021,Cortland,8,2770,233,86503
01/26/2021,Cortland,3,2773,523,87026
01/27/2021,Cortland,20,2793,622,87648
01/28/2021,Cortland,12,2805,523,88171
01/29/2021,Cortland,27,2832,644,88815
01/30/2021,Cortland,14,2846,757,89572
01/31/2021,Cortland,7,2853,234,89806
02/01/2021,Cortland,12,2865,223,90029
02/02/2021,Cortland,5,2870,306,90335
02/03/2021,Cortland,19,2889,449,90784
02/04/2021,Cortland,9,2898,889,91673
02/05/2021,Cortland,13,2911,436,92109
02/06/2021,Cortland,12,2923,1770,93879
02/07/2021,Cortland,12,2935,223,94102
02/08/2021,Cortland,10,2945,212,94314
02/09/2021,Cortland,6,2951,291,94605
02/10/2021,Cortland,30,2981,1582,96187
02/11/2021,Cortland,9,2990,318,96505
02/12/2021,Cortland,14,3004,518,97023
02/13/2021,Cortland,12,3016,1463,98486
02/14/2021,Cortland,7,3023,1603,100089
02/15/2021,Cortland,4,3027,139,100228
02/16/2021,Cortland,11,3038,335,100563
02/17/2021,Cortland,15,3053,445,101008
02/18/2021,Cortland,7,3060,2731,103739
02/19/2021,Cortland,14,3074,567,104306
02/20/2021,Cortland,4,3078,2855,107161
02/21/2021,Cortland,12,3090,385,107546
02/22/2021,Cortland,8,3098,182,107728
02/23/2021,Cortland,4,3102,1438,109166
02/24/2021,Cortland,10,3112,1857,111023
02/25/2021,Cortland,28,3140,2511,113534
02/26/2021,Cortland,8,3148,1183,114717
02/27/2021,Cortland,13,3161,2972,117689
02/28/2021,Cortland,6,3167,158,117847
03/01/2021,Cortland,5,3172,175,118022
03/02/2021,Cortland,6,3178,972,118994
03/03/2021,Cortland,14,3192,1802,120796
03/04/2021,Cortland,15,3207,433,121229
03/05/2021,Cortland,24,3231,572,121801
03/06/2021,Cortland,10,3241,1956,123757
03/07/2021,Cortland,9,3250,238,123995
03/08/2021,Cortland,8,3258,132,124127
03/09/2021,Cortland,7,3265,960,125087
03/10/2021,Cortland,11,3276,2160,127247
03/11/2021,Cortland,6,3282,563,127810
03/12/2021,Cortland,14,3296,487,128297
03/13/2021,Cortland,5,3301,1718,130015
03/14/2021,Cortland,3,3304,197,130212
03/15/2021,Cortland,5,3309,128,130340
03/16/2021,Cortland,6,3315,824,131164
03/17/2021,Cortland,6,3321,1023,132187
03/18/2021,Cortland,4,3325,1847,134034
03/19/2021,Cortland,4,3329,565,134599
03/20/2021,Cortland,7,3336,1765,136364
03/21/2021,Cortland,6,3342,171,136535
03/22/2021,Cortland,4,3346,119,136654
03/23/2021,Cortland,10,3356,735,137389
03/24/2021,Cortland,7,3363,2157,139546
03/25/2021,Cortland,9,3372,668,140214
03/26/2021,Cortland,6,3378,1420,141634
03/27/2021,Cortland,5,3383,1427,143061
03/28/2021,Cortland,7,3390,412,143473
03/29/2021,Cortland,9,3399,260,143733
03/30/2021,Cortland,7,3406,822,144555
03/31/2021,Cortland,12,3418,471,145026
04/01/2021,Cortland,8,3426,654,145680
04/02/2021,Cortland,8,3434,898,146578
04/03/2021,Cortland,7,3441,1139,147717
04/04/2021,Cortland,5,3446,272,147989
04/05/2021,Cortland,7,3453,79,148068
04/06/2021,Cortland,4,3457,774,148842
04/07/2021,Cortland,13,3470,943,149785
04/08/2021,Cortland,12,3482,770,150555
04/09/2021,Cortland,5,3487,1168,151723
04/10/2021,Cortland,6,3493,370,152093
04/11/2021,Cortland,9,3502,221,152314
04/12/2021,Cortland,5,3507,327,152641
04/13/2021,Cortland,8,3515,483,153124
04/14/2021,Cortland,7,3522,1212,154336
04/15/2021,Cortland,6,3528,712,155048
04/16/2021,Cortland,9,3537,502,155550
04/17/2021,Cortland,9,3546,735,156285
04/18/2021,Cortland,7,3553,325,156610
04/19/2021,Cortland,6,3559,229,156839
04/20/2021,Cortland,10,3569,866,157705
04/21/2021,Cortland,10,3579,1230,158935
04/22/2021,Cortland,9,3588,487,159422
04/23/2021,Cortland,9,3597,1315,160737
04/24/2021,Cortland,2,3599,383,161120
04/25/2021,Cortland,2,3601,327,161447
04/26/2021,Cortland,2,3603,104,161551
04/27/2021,Cortland,10,3613,439,161990
04/28/2021,Cortland,6,3619,543,162533
04/29/2021,Cortland,3,3622,747,163280
04/30/2021,Cortland,2,3624,466,163746
05/01/2021,Cortland,12,3636,704,164450
05/02/2021,Cortland,7,3643,224,164674
05/03/2021,Cortland,9,3652,85,164759
05/04/2021,Cortland,11,3663,392,165151
05/05/2021,Cortland,10,3673,432,165583
05/06/2021,Cortland,6,3679,379,165962
05/07/2021,Cortland,15,3694,918,166880
05/08/2021,Cortland,8,3702,604,167484
05/09/2021,Cortland,2,3704,228,167712
05/10/2021,Cortland,6,3710,140,167852
05/11/2021,Cortland,6,3716,414,168266
05/12/2021,Cortland,12,3728,423,168689
05/13/2021,Cortland,22,3750,675,169364
05/14/2021,Cortland,6,3756,487,169851
05/15/2021,Cortland,10,3766,593,170444
05/16/2021,Cortland,7,3773,210,170654
05/17/2021,Cortland,12,3785,113,170767
05/18/2021,Cortland,10,3795,325,171092
05/19/2021,Cortland,12,3807,585,171677
05/20/2021,Cortland,9,3816,687,172364
05/21/2021,Cortland,8,3824,407,172771
05/22/2021,Cortland,7,3831,315,173086
05/23/2021,Cortland,2,3833,109,173195
05/24/2021,Cortland,6,3839,170,173365
05/25/2021,Cortland,8,3847,289,173654
05/26/2021,Cortland,10,3857,330,173984
05/27/2021,Cortland,13,3870,696,174680
05/28/2021,Cortland,5,3875,450,175130
05/29/2021,Cortland,5,3880,348,175478
05/30/2021,Cortland,7,3887,116,175594
05/31/2021,Cortland,2,3889,57,175651
06/01/2021,Cortland,4,3893,132,175783
06/02/2021,Cortland,2,3895,320,176103
06/03/2021,Cortland,3,3898,306,176409
06/04/2021,Cortland,4,3902,787,177196
06/05/2021,Cortland,6,3908,348,177544
06/06/2021,Cortland,3,3911,114,177658
06/07/2021,Cortland,2,3913,111,177769
06/08/2021,Cortland,2,3915,350,178119
06/09/2021,Cortland,1,3916,197,178316
06/10/2021,Cortland,3,3919,350,178666
06/11/2021,Cortland,5,3924,410,179076
06/12/2021,Cortland,1,3925,237,179313
06/13/2021,Cortland,0,3925,78,179391
06/14/2021,Cortland,1,3926,59,179450
06/15/2021,Cortland,0,3926,237,179687
06/16/2021,Cortland,0,3926,212,179899
06/17/2021,Cortland,1,3927,348,180247
06/18/2021,Cortland,2,3929,251,180498
06/19/2021,Cortland,0,3929,208,180706
06/20/2021,Cortland,0,3929,57,180763
06/21/2021,Cortland,1,3930,49,180812
06/22/2021,Cortland,1,3931,172,180984
06/23/2021,Cortland,0,3931,135,181119
06/24/2021,Cortland,0,3931,207,181326
06/25/2021,Cortland,0,3931,272,181598
06/26/2021,Cortland,2,3933,108,181706
06/27/2021,Cortland,1,3934,37,181743
06/28/2021,Cortland,0,3934,39,181782
06/29/2021,Cortland,0,3934,195,181977
06/30/2021,Cortland,0,3934,119,182096
07/01/2021,Cortland,1,3935,205,182301
07/02/2021,Cortland,0,3935,128,182429
07/03/2021,Cortland,0,3935,64,182493
07/04/2021,Cortland,0,3935,55,182548
07/05/2021,Cortland,0,3935,50,182598
07/06/2021,Cortland,1,3936,53,182651
07/07/2021,Cortland,0,3936,167,182818
07/08/2021,Cortland,0,3936,119,182937
07/09/2021,Cortland,0,3936,170,183107
07/10/2021,Cortland,0,3936,66,183173
07/11/2021,Cortland,0,3936,38,183211
07/12/2021,Cortland,1,3937,69,183280
07/13/2021,Cortland,1,3938,183,183463
07/14/2021,Cortland,2,3940,107,183570
07/15/2021,Cortland,0,3940,151,183721
07/16/2021,Cortland,0,3940,130,183851
07/17/2021,Cortland,1,3941,89,183940
07/18/2021,Cortland,1,3942,40,183980
07/19/2021,Cortland,2,3944,67,184047
07/20/2021,Cortland,1,3945,161,184208
07/21/2021,Cortland,4,3949,127,184335
07/22/2021,Cortland,2,3951,170,184505
07/23/2021,Cortland,4,3955,144,184649
07/24/2021,Cortland,2,3957,104,184753
07/25/2021,Cortland,1,3958,35,184788
07/26/2021,Cortland,0,3958,118,184906
07/27/2021,Cortland,3,3961,162,185068
07/28/2021,Cortland,4,3965,99,185167
07/29/2021,Cortland,3,3968,179,185346
07/30/2021,Cortland,5,3973,190,185536
07/31/2021,Cortland,1,3974,181,185717
08/01/2021,Cortland,5,3979,42,185759
08/02/2021,Cortland,1,3980,76,185835
08/03/2021,Cortland,1,3981,177,186012
08/04/2021,Cortland,3,3984,163,186175
08/05/2021,Cortland,4,3988,213,186388
08/06/2021,Cortland,11,3999,251,186639
08/07/2021,Cortland,6,4005,163,186802
08/08/2021,Cortland,8,4013,77,186879
08/09/2021,Cortland,8,4021,77,186956
08/10/2021,Cortland,5,4026,169,187125
08/11/2021,Cortland,11,4037,169,187294
08/12/2021,Cortland,14,4051,316,187610
08/13/2021,Cortland,15,4066,264,187874
08/14/2021,Cortland,13,4079,195,188069
08/15/2021,Cortland,12,4091,162,188231
08/16/2021,Cortland,10,4101,155,188386
08/17/2021,Cortland,17,4118,249,188635
08/18/2021,Cortland,18,4136,219,188854
08/19/2021,Cortland,13,4149,274,189128
08/20/2021,Cortland,18,4167,381,189509
08/21/2021,Cortland,29,4196,223,189732
08/22/2021,Cortland,12,4208,135,189867
08/23/2021,Cortland,6,4214,71,189938
08/24/2021,Cortland,20,4234,220,190158
08/25/2021,Cortland,24,4258,205,190363
08/26/2021,Cortland,32,4290,463,190826
08/27/2021,Cortland,24,4314,334,191160
08/28/2021,Cortland,8,4322,277,191437
08/29/2021,Cortland,17,4339,195,191632
08/30/2021,Cortland,18,4357,176,191808
08/31/2021,Cortland,9,4366,300,192108
09/01/2021,Cortland,30,4396,354,192462
09/02/2021,Cortland,15,4411,654,193116
09/03/2021,Cortland,21,4432,333,193449
09/04/2021,Cortland,21,4453,329,193778
09/05/2021,Cortland,10,4463,111,193889
09/06/2021,Cortland,23,4486,93,193982
09/07/2021,Cortland,20,4506,206,194188
09/08/2021,Cortland,16,4522,243,194431
09/09/2021,Cortland,37,4559,583,195014
09/10/2021,Cortland,26,4585,713,195727
09/11/2021,Cortland,35,4620,526,196253
09/12/2021,Cortland,18,4638,171,196424
09/13/2021,Cortland,9,4647,193,196617
09/14/2021,Cortland,19,4666,280,196897
09/15/2021,Cortland,33,4699,474,197371
09/16/2021,Cortland,28,4727,898,198269
09/17/2021,Cortland,18,4745,385,198654
09/18/2021,Cortland,38,4783,465,199119
09/19/2021,Cortland,11,4794,144,199263
09/20/2021,Cortland,17,4811,282,199545
09/21/2021,Cortland,13,4824,330,199875
09/22/2021,Cortland,16,4840,491,200366
09/23/2021,Cortland,22,4862,773,201139
09/24/2021,Cortland,32,4894,603,201742
09/25/2021,Cortland,14,4908,352,202094
09/26/2021,Cortland,11,4919,221,202315
09/27/2021,Cortland,19,4938,186,202501
09/28/2021,Cortland,15,4953,366,202867
09/29/2021,Cortland,22,4975,532,203399
09/30/2021,Cortland,25,5000,905,204304
10/01/2021,Cortland,15,5015,626,204930
10/02/2021,Cortland,26,5041,449,205379
10/03/2021,Cortland,13,5054,175,205554
10/04/2021,Cortland,18,5072,226,205780
10/05/2021,Cortland,16,5088,540,206320
10/06/2021,Cortland,23,5111,631,206951
10/07/2021,Cortland,23,5134,761,207712
10/08/2021,Cortland,23,5157,457,208169
10/09/2021,Cortland,9,5166,271,208440
10/10/2021,Cortland,7,5173,243,208683
10/11/2021,Cortland,12,5185,204,208887
10/12/2021,Cortland,14,5199,294,209181
10/13/2021,Cortland,21,5220,804,209985
10/14/2021,Cortland,17,5237,514,210499
10/15/2021,Cortland,21,5258,706,211205
10/16/2021,Cortland,26,5284,588,211793
10/17/2021,Cortland,10,5294,210,212003
10/18/2021,Cortland,19,5313,203,212206
10/19/2021,Cortland,9,5322,484,212690
10/20/2021,Cortland,20,5342,378,213068
10/21/2021,Cortland,15,5357,394,213462
10/22/2021,Cortland,23,5380,845,214307
10/23/2021,Cortland,21,5401,416,214723
10/24/2021,Cortland,12,5413,258,214981
10/25/2021,Cortland,11,5424,131,215112
10/26/2021,Cortland,24,5448,598,215710
10/27/2021,Cortland,19,5467,456,216166
10/28/2021,Cortland,31,5498,796,216962
10/29/2021,Cortland,22,5520,494,217456
10/30/2021,Cortland,17,5537,523,217979
10/31/2021,Cortland,13,5550,201,218180
11/01/2021,Cortland,22,5572,246,218426
11/02/2021,Cortland,26,5598,449,218875
11/03/2021,Cortland,26,5624,425,219300
11/04/2021,Cortland,17,5641,812,220112
11/05/2021,Cortland,14,5655,644,220756
11/06/2021,Cortland,32,5687,524,221280
11/07/2021,Cortland,8,5695,204,221484
11/08/2021,Cortland,19,5714,287,221771
11/09/2021,Cortland,15,5729,342,222113
11/10/2021,Cortland,23,5752,706,222819
11/11/2021,Cortland,24,5776,709,223528
11/12/2021,Cortland,20,5796,584,224112
11/13/2021,Cortland,31,5827,403,224515
11/14/2021,Cortland,7,5834,166,224681
11/15/2021,Cortland,18,5852,160,224841
11/16/2021,Cortland,24,5876,512,225353
11/17/2021,Cortland,21,5897,434,225787
11/18/2021,Cortland,24,5921,747,226534
11/19/2021,Cortland,23,5944,506,227040
11/20/2021,Cortland,21,5965,473,227513
11/21/2021,Cortland,9,5974,180,227693
11/22/2021,Cortland,9,5983,193,227886
11/23/2021,Cortland,16,5999,285,228171
11/24/2021,Cortland,21,6020,724,228895
11/25/2021,Cortland,20,6040,416,229311
11/26/2021,Cortland,7,6047,154,229465
11/27/2021,Cortland,6,6053,213,229678
11/28/2021,Cortland,20,6073,152,229830
11/29/2021,Cortland,21,6094,228,230058
11/30/2021,Cortland,19,6113,337,230395
12/01/2021,Cortland,21,6134,481,230876
12/02/2021,Cortland,30,6164,541,231417
12/03/2021,Cortland,30,6194,621,232038
12/04/2021,Cortland,48,6242,560,232598
12/05/2021,Cortland,15,6257,145,232743
12/06/2021,Cortland,23,6280,391,233134
12/07/2021,Cortland,28,6308,325,233459
12/08/2021,Cortland,65,6373,582,234041
12/09/2021,Cortland,49,6422,546,234587
12/10/2021,Cortland,42,6464,864,235451
12/11/2021,Cortland,37,6501,598,236049
12/12/2021,Cortland,14,6515,171,236220
12/13/2021,Cortland,23,6538,157,236377
12/14/2021,Cortland,21,6559,320,236697
12/15/2021,Cortland,45,6604,744,237441
12/16/2021,Cortland,37,6641,596,238037
12/17/2021,Cortland,38,6679,437,238474
12/18/2021,Cortland,40,6719,453,238927
12/19/2021,Cortland,21,6740,183,239110
12/20/2021,Cortland,21,6761,184,239294
12/21/2021,Cortland,31,6792,302,239596
12/22/2021,Cortland,62,6854,612,240208
12/23/2021,Cortland,59,6913,673,240881
12/24/2021,Cortland,46,6959,713,241594
12/25/2021,Cortland,40,6999,220,241814
12/26/2021,Cortland,10,7009,79,241893
12/27/2021,Cortland,15,7024,143,242036
12/28/2021,Cortland,51,7075,750,242786
12/29/2021,Cortland,89,7164,482,243268
12/30/2021,Cortland,92,7256,649,243917
12/31/2021,Cortland,121,7377,793,244710
01/01/2022,Cortland,67,7444,410,245120
01/02/2022,Cortland,51,7495,293,245413
01/03/2022,Cortland,36,7531,296,245709
01/04/2022,Cortland,82,7613,535,246244
01/05/2022,Cortland,116,7729,708,246952
01/06/2022,Cortland,107,7836,608,247560
01/07/2022,Cortland,176,8012,1080,248640
01/08/2022,Cortland,148,8160,865,249505
01/09/2022,Cortland,60,8220,348,249853
01/10/2022,Cortland,42,8262,209,250062
01/11/2022,Cortland,111,8373,527,250589
01/12/2022,Cortland,117,8490,652,251241
01/13/2022,Cortland,129,8619,676,251917
01/14/2022,Cortland,112,8731,842,252759
01/15/2022,Cortland,137,8868,771,253530
01/16/2022,Cortland,86,8954,417,253947
01/17/2022,Cortland,44,8998,182,254129
01/18/2022,Cortland,54,9052,407,254536
01/19/2022,Cortland,93,9145,567,255103
01/20/2022,Cortland,115,9260,720,255823
01/21/2022,Cortland,71,9331,603,256426
01/22/2022,Cortland,52,9383,435,256861
01/23/2022,Cortland,36,9419,260,257121
01/24/2022,Cortland,42,9461,344,257465
01/25/2022,Cortland,53,9514,365,257830
01/26/2022,Cortland,70,9584,621,258451
01/27/2022,Cortland,67,9651,512,258963
01/28/2022,Cortland,61,9712,503,259466
01/29/2022,Cortland,42,9754,562,260028
01/30/2022,Cortland,44,9798,230,260258
01/31/2022,Cortland,23,9821,126,260384
02/01/2022,Cortland,34,9855,281,260665
02/02/2022,Cortland,60,9915,614,261279
02/03/2022,Cortland,28,9943,558,261837
02/04/2022,Cortland,28,9971,394,262231
02/05/2022,Cortland,22,9993,250,262481
03/01/2020,Delaware,0,0,0,0
03/02/2020,Delaware,0,0,0,0
03/03/2020,Delaware,0,0,0,0
03/04/2020,Delaware,0,0,0,0
03/05/2020,Delaware,0,0,0,0
03/06/2020,Delaware,0,0,0,0
03/07/2020,Delaware,0,0,0,0
03/08/2020,Delaware,0,0,0,0
03/09/2020,Delaware,0,0,1,1
03/10/2020,Delaware,0,0,1,2
03/11/2020,Delaware,0,0,2,4
03/12/2020,Delaware,1,1,1,5
03/13/2020,Delaware,0,1,1,6
03/14/2020,Delaware,0,1,1,7
03/15/2020,Delaware,0,1,5,12
03/16/2020,Delaware,0,1,0,12
03/17/2020,Delaware,0,1,0,12
03/18/2020,Delaware,0,1,1,13
03/19/2020,Delaware,0,1,4,17
03/20/2020,Delaware,0,1,8,25
03/21/2020,Delaware,2,3,10,35
03/22/2020,Delaware,0,3,10,45
03/23/2020,Delaware,0,3,5,50
03/24/2020,Delaware,2,5,5,55
03/25/2020,Delaware,2,7,12,67
03/26/2020,Delaware,1,8,7,74
03/27/2020,Delaware,0,8,13,87
03/28/2020,Delaware,0,8,4,91
03/29/2020,Delaware,3,11,12,103
03/30/2020,Delaware,5,16,11,114
03/31/2020,Delaware,4,20,13,127
04/01/2020,Delaware,2,22,7,134
04/02/2020,Delaware,2,24,9,143
04/03/2020,Delaware,2,26,18,161
04/04/2020,Delaware,1,27,12,173
04/05/2020,Delaware,2,29,28,201
04/06/2020,Delaware,7,36,30,231
04/07/2020,Delaware,1,37,16,247
04/08/2020,Delaware,0,37,22,269
04/09/2020,Delaware,2,39,20,289
04/10/2020,Delaware,0,39,17,306
04/11/2020,Delaware,0,39,10,316
04/12/2020,Delaware,3,42,14,330
04/13/2020,Delaware,3,45,48,378
04/14/2020,Delaware,1,46,7,385
04/15/2020,Delaware,1,47,9,394
04/16/2020,Delaware,1,48,10,404
04/17/2020,Delaware,1,49,8,412
04/18/2020,Delaware,0,49,10,422
04/19/2020,Delaware,0,49,5,427
04/20/2020,Delaware,0,49,3,430
04/21/2020,Delaware,1,50,18,448
04/22/2020,Delaware,0,50,21,469
04/23/2020,Delaware,1,51,15,484
04/24/2020,Delaware,7,58,135,619
04/25/2020,Delaware,0,58,35,654
04/26/2020,Delaware,0,58,21,675
04/27/2020,Delaware,1,59,16,691
04/28/2020,Delaware,1,60,14,705
04/29/2020,Delaware,1,61,24,729
04/30/2020,Delaware,0,61,24,753
05/01/2020,Delaware,0,61,29,782
05/02/2020,Delaware,0,61,28,810
05/03/2020,Delaware,1,62,54,864
05/04/2020,Delaware,0,62,31,895
05/05/2020,Delaware,0,62,30,925
05/06/2020,Delaware,1,63,30,955
05/07/2020,Delaware,0,63,24,979
05/08/2020,Delaware,0,63,30,1009
05/09/2020,Delaware,1,64,33,1042
05/10/2020,Delaware,1,65,19,1061
05/11/2020,Delaware,0,65,50,1111
05/12/2020,Delaware,1,66,53,1164
05/13/2020,Delaware,1,67,136,1300
05/14/2020,Delaware,0,67,120,1420
05/15/2020,Delaware,1,68,70,1490
05/16/2020,Delaware,1,69,51,1541
05/17/2020,Delaware,0,69,56,1597
05/18/2020,Delaware,0,69,65,1662
05/19/2020,Delaware,0,69,45,1707
05/20/2020,Delaware,2,71,65,1772
05/21/2020,Delaware,1,72,124,1896
05/22/2020,Delaware,2,74,51,1947
05/23/2020,Delaware,3,77,80,2027
05/24/2020,Delaware,0,77,44,2071
05/25/2020,Delaware,0,77,22,2093
05/26/2020,Delaware,1,78,205,2298
05/27/2020,Delaware,0,78,213,2511
05/28/2020,Delaware,1,79,156,2667
05/29/2020,Delaware,0,79,123,2790
05/30/2020,Delaware,0,79,209,2999
05/31/2020,Delaware,2,81,96,3095
06/01/2020,Delaware,1,82,138,3233
06/02/2020,Delaware,0,82,195,3428
06/03/2020,Delaware,0,82,171,3599
06/04/2020,Delaware,2,84,129,3728
06/05/2020,Delaware,1,85,217,3945
06/06/2020,Delaware,0,85,124,4069
06/07/2020,Delaware,0,85,164,4233
06/08/2020,Delaware,1,86,194,4427
06/09/2020,Delaware,1,87,198,4625
06/10/2020,Delaware,1,88,173,4798
06/11/2020,Delaware,0,88,92,4890
06/12/2020,Delaware,0,88,110,5000
06/13/2020,Delaware,0,88,181,5181
06/14/2020,Delaware,0,88,111,5292
06/15/2020,Delaware,0,88,206,5498
06/16/2020,Delaware,1,89,202,5700
06/17/2020,Delaware,0,89,116,5816
06/18/2020,Delaware,0,89,143,5959
06/19/2020,Delaware,1,90,144,6103
06/20/2020,Delaware,0,90,167,6270
06/21/2020,Delaware,0,90,134,6404
06/22/2020,Delaware,1,91,167,6571
06/23/2020,Delaware,0,91,91,6662
06/24/2020,Delaware,0,91,215,6877
06/25/2020,Delaware,0,91,69,6946
06/26/2020,Delaware,0,91,131,7077
06/27/2020,Delaware,0,91,220,7297
06/28/2020,Delaware,0,91,154,7451
06/29/2020,Delaware,0,91,147,7598
06/30/2020,Delaware,0,91,157,7755
07/01/2020,Delaware,0,91,106,7861
07/02/2020,Delaware,0,91,62,7923
07/03/2020,Delaware,0,91,73,7996
07/04/2020,Delaware,0,91,265,8261
07/05/2020,Delaware,0,91,85,8346
07/06/2020,Delaware,0,91,147,8493
07/07/2020,Delaware,0,91,50,8543
07/08/2020,Delaware,0,91,83,8626
07/09/2020,Delaware,0,91,78,8704
07/10/2020,Delaware,0,91,147,8851
07/11/2020,Delaware,1,92,247,9098
07/12/2020,Delaware,0,92,80,9178
07/13/2020,Delaware,0,92,111,9289
07/14/2020,Delaware,0,92,100,9389
07/15/2020,Delaware,0,92,117,9506
07/16/2020,Delaware,0,92,161,9667
07/17/2020,Delaware,1,93,193,9860
07/18/2020,Delaware,0,93,64,9924
07/19/2020,Delaware,0,93,105,10029
07/20/2020,Delaware,0,93,119,10148
07/21/2020,Delaware,0,93,187,10335
07/22/2020,Delaware,2,95,114,10449
07/23/2020,Delaware,2,97,120,10569
07/24/2020,Delaware,1,98,133,10702
07/25/2020,Delaware,0,98,77,10779
07/26/2020,Delaware,0,98,65,10844
07/27/2020,Delaware,1,99,110,10954
07/28/2020,Delaware,2,101,98,11052
07/29/2020,Delaware,0,101,186,11238
07/30/2020,Delaware,1,102,126,11364
07/31/2020,Delaware,1,103,156,11520
08/01/2020,Delaware,0,103,148,11668
08/02/2020,Delaware,1,104,134,11802
08/03/2020,Delaware,0,104,153,11955
08/04/2020,Delaware,0,104,130,12085
08/05/2020,Delaware,0,104,35,12120
08/06/2020,Delaware,0,104,163,12283
08/07/2020,Delaware,1,105,184,12467
08/08/2020,Delaware,0,105,150,12617
08/09/2020,Delaware,0,105,135,12752
08/10/2020,Delaware,1,106,273,13025
08/11/2020,Delaware,0,106,154,13179
08/12/2020,Delaware,1,107,139,13318
08/13/2020,Delaware,0,107,102,13420
08/14/2020,Delaware,0,107,169,13589
08/15/2020,Delaware,0,107,117,13706
08/16/2020,Delaware,0,107,80,13786
08/17/2020,Delaware,0,107,165,13951
08/18/2020,Delaware,1,108,173,14124
08/19/2020,Delaware,1,109,119,14243
08/20/2020,Delaware,0,109,146,14389
08/21/2020,Delaware,0,109,143,14532
08/22/2020,Delaware,0,109,177,14709
08/23/2020,Delaware,0,109,143,14852
08/24/2020,Delaware,0,109,112,14964
08/25/2020,Delaware,0,109,173,15137
08/26/2020,Delaware,1,110,131,15268
08/27/2020,Delaware,2,112,175,15443
08/28/2020,Delaware,0,112,120,15563
08/29/2020,Delaware,3,115,183,15746
08/30/2020,Delaware,0,115,90,15836
08/31/2020,Delaware,0,115,289,16125
09/01/2020,Delaware,5,120,159,16284
